As Of Date,Currency,Universe Name,Classification,,,,,,
THC 6 ¾ 05/15/31,TENET HEALTHCARE,-19.68738347,103.9994211,5.908558825,5.13003817,1.525012959,78.85506022,Corporate,0.260452898
THC 6 ⅛ 06/15/30,TENET HEALTHCARE,-28.67676293,101.8800739,5.6665713,4.99263146,1.557612483,87.55187699,Corporate,0.197737317
THC 6 ⅛ 10/01/28,TENET HEALTHCARE,-35.16137517,100.0976568,6.087796083,4.86726223,0.078059128,77.25124229,Corporate,0.090087689
THYELE 5 ¼ 07/15/27,VERTICAL US NEWC,-20.30207158,99.70776009,5.414099482,5.414099482,0.747612605,131.2333233,Corporate,0.038855612
TIBX 6 ½ 03/31/29,CLD SFTWR GRP IN,-57.61485512,100.8500239,6.228224646,6.05148532,1.991921676,211.9677675,Corporate,0.115944074
TIBX 6 ⅝ 08/15/33,CLD SFTWR GRP IN,-14.70910438,101.9863166,6.301839897,6.1503231,4.61810587,193.4361926,Corporate,0.458173794
TIBX 8 ¼ 06/30/32,CLD SFTWR GRP IN,-26.40467426,107.0619141,6.927896567,6.1365902,2.643648512,183.3581261,Corporate,0.333185132
TIBX 9 09/30/29,CLD SFTWR GRP IN,-55.71348937,103.7959774,7.885662148,6.98157262,1.239150322,280.1134774,Corporate,0.134739167
TIHLLC 7 ⅛ 06/01/31,PANTHER ESCROW,-45.04066325,103.4723745,6.38891544,6.0664245,3.007753563,202.6181369,Corporate,0.260482465
TKCHOL 10 ½ 05/15/29,TKC HOLDINGS INC,-10.74054599,102.8783864,9.544922845,6.92303225,0.075309022,289.472603,Corporate,0.11011178
TKCHOL 6 ⅞ 05/15/28,TKC HOLDINGS INC,-6.415155958,100.8000184,6.53951028,5.64346184,0.840971303,162.655144,Corporate,0.070975253
TLN 8 ⅝ 06/01/30,TALEN ENERGY SUP,-19.14649267,106.2766114,7.035913547,5.56325317,1.051615031,132.0498914,Corporate,0.180023036
TMH 13 ½ 06/30/28,TEAM HEALTH HOLD,-2.058510593,107.981105,10.9589168,7.71462554,2.350689059,743.1569651,Corporate,0.071490645
TMH 8 ⅜ 06/30/28,TEAM HEALTH HOLD,-6.424706196,101.4733111,7.77944445,6.6537386,1.0437328,266.8768053,Corporate,0.075206692
TMHC 5 ¾ 01/15/28,TAYLOR MORRISON,-6.837971082,101.5880054,5.020906533,4.94380706,2.0044554,135.1178944,Corporate,0.05878034
TMHC 5 ⅛ 08/01/30,TAYLOR MORRISON,-7.294646144,100.2281993,5.070471497,5.06499889,4.078679938,137.289852,Corporate,0.21555509
TMHC 5 ⅞ 06/15/27,TAYLOR MORRISON,-7.964899277,101.1443874,5.182124334,5.07963519,1.464483377,140.6734043,Corporate,0.035619622
TNETBB 5 ½ 03/01/28,TELENET FIN LUX,-10.9393646,99.07360349,5.899124067,5.899124067,1.278442459,190.634891,Corporate,0.064085597
TNL 4 ½ 04/01/27,WYNDHAM WORLDWID,-5.018216462,101.4602328,5.011608446,4.8385182,1.250970785,113.7673941,Corporate,0.029553677
TNL 4 ½ 12/01/29,TRAVEL + LEISURE,-9.460813976,96.98992857,5.302643332,5.302643332,3.68746079,170.2903747,Corporate,0.167275819
TNL 6 ⅛ 09/01/33,TRAVEL + LEISURE,-7.536006728,100.6112436,6.026090574,5.97883802,4.858989367,173.0331588,Corporate,0.473745754
TRIVIU 12 ¼ 01/15/31,TRIVIUM PACK FIN,-8.395528232,107.6163041,10.33849525,9.7996771,2.590952532,567.6295969,Corporate,0.192063029
TRIVIU 8 ¼ 07/15/30,TRIVIUM PACK FIN,-8.702872286,106.5683307,6.633854168,6.29040248,2.536282199,224.4702674,Corporate,0.190465524
TROX 4 ⅝ 03/15/29,TRONOX INC,-15.12497387,77.12251936,12.9303923,12.9303923,2.956048216,938.1598877,Corporate,0.108677128
TTMTIN 4 ½ 10/01/27,JAGUAR LAND ROVR,-6.77632863,98.90594874,5.064900836,5.064900836,1.808023216,146.3570667,Corporate,0.046845824
TTMTIN 5 ½ 07/15/29,JAGUAR LAND ROVR,-5.525247329,100.2570278,5.422810472,5.17691895,1.384572172,90.45285564,Corporate,0.13936458
TTMTIN 5 ⅞ 01/15/28,JAGUAR LAND ROVR,-7.949271613,100.1770615,5.789140598,5.30802136,0.555946648,105.9571759,Corporate,0.058206955
TWLO 3 ⅝ 03/15/29,TWILIO INC,-6.962992391,95.43189615,5.060155343,5.060155343,2.872298059,145.1075822,Corporate,0.122354516
TWLO 3 ⅞ 03/15/31,TWILIO INC,-7.136633099,93.98627486,5.141261973,5.141261973,4.335293472,138.1042467,Corporate,0.270789354
ULTI 6 ⅞ 02/01/31,UKG INC,-35.89240255,103.7799896,6.041204404,5.63244222,2.582781906,156.0230162,Corporate,0.240518926
UNIT 10 ½ 02/15/28,UNITI / CSL,-31.68500137,104.9824571,8.20162427,5.62983249,0.521396923,171.4182503,Corporate,0.055319392
UNIT 4 ¾ 04/15/28,UNITI / CSL,-7.588967144,98.15052756,5.522023668,5.522023668,1.797250616,177.9943392,Corporate,0.069880316
UNIT 6 01/15/30,UNITI/UNITI/CSL,-10.06768825,91.90639325,8.249719444,8.249719444,3.429524685,459.0650042,Corporate,0.164256318
UNIT 6 ½ 02/15/29,UNITI / CSL,-15.98796819,95.06797827,8.175046564,8.175046564,2.568263254,447.6450695,Corporate,0.109002627
UNIT 8 ⅝ 06/15/32,UNITI / CSL,-8.502317268,97.92804297,9.037325927,9.037325927,4.244576914,497.6103898,Corporate,0.311884803
UNSEAM 4 ⅝ 06/01/28,ALLIED UNIVERSAL,-11.73203444,97.98529755,5.42726376,5.42726376,1.931039203,170.3117343,Corporate,0.076775071
UNSEAM 4 ⅝ 06/01/28,ATLAS LUXCO 4,-18.62296593,97.97412303,5.431784094,5.431784094,1.93096873,170.8831614,Corporate,0.076771238
UNSEAM 6 06/01/29,ALLIED UNIVERSAL,-13.26528189,99.01954416,6.295866616,6.295866616,1.756535618,211.2609156,Corporate,0.128184173
UNSEAM 6 ⅞ 06/15/30,ALLIED UNIVERSAL,-15.17706608,103.0663332,6.119841857,5.94966361,2.918976207,207.1092593,Corporate,0.192875272
UNSEAM 7 ⅞ 02/15/31,ALLIED UNIVERSAL,-34.56057832,105.2451478,6.705000274,6.15335386,2.391124837,199.8312584,Corporate,0.235675839
URI 3 ¾ 01/15/32,UNITED RENTAL NA,-10.85341245,92.97359501,5.057053968,5.057053968,4.97731057,120.8143637,Corporate,0.353524274
URI 3 ⅞ 02/15/31,UNITED RENTAL NA,-15.92893035,95.12565341,4.907807241,4.907807241,4.158377545,110.3179011,Corporate,0.26888502
URI 3 ⅞ 11/15/27,UNITED RENTAL NA,-10.15798142,98.55123341,4.578221112,4.578221112,1.576907581,87.21009383,Corporate,0.052794132
URI 4 07/15/30,UNITED RENTAL NA,-10.62941594,96.06831627,4.92037284,4.92037284,3.684431311,116.5607807,Corporate,0.218182681
URI 4 ⅞ 01/15/28,UNITED RENTAL NA,-21.20239865,99.90478516,4.91558539,4.91558539,0.763625379,60.15797852,Corporate,0.059482352
URI 5 ¼ 01/15/30,UNITED RENTAL NA,-9.791599525,100.5353945,5.109279071,5.0022745,2.009363313,90.23610173,Corporate,0.174218585
URI 5 ½ 05/15/27,UNITED RENTAL NA,-2.985751974,100.0144838,5.493423279,5.29919385,0.462067737,110.9168307,Corporate,0.032904898
URI 6 ⅛ 03/15/34,UNITED RENTAL NA,-15.71274767,104.2673092,5.490642538,5.34052584,4.761532216,106.3803834,Corporate,0.52034266
USAC 6 ⅞ 09/01/27,USA PART/USA FIN,-12.70268599,100.1211848,6.806892577,5.35494378,0.078352042,131.6095751,Corporate,0.042738468
USAC 7 ⅛ 03/15/29,USA PART/USA FIN,-14.68566288,102.6362431,6.276843626,5.97935141,1.810428294,209.6789319,Corporate,0.111862322
USACUT 9 ¾ 05/15/29,US ACUTE CARE,-14.50507654,102.5664397,8.908891291,8.64671481,2.106642138,476.6116443,Corporate,0.112576486
USFOOD 4 ¾ 02/15/29,US FOODS INC,-13.2678865,98.83120912,5.124709331,5.124709331,1.790676038,113.1520651,Corporate,0.116509686
USFOOD 4 ⅝ 06/01/30,US FOODS INC,-7.461341223,97.82140201,5.148560126,5.148560126,3.020313148,123.2662776,Corporate,0.203519411
USFOOD 5 ¾ 04/15/33,US FOODS INC,-7.654950613,101.0416535,5.578897368,5.46114486,4.140562116,119.0284606,Corporate,0.438279054
USFOOD 6 ⅞ 09/15/28,US FOODS INC,-7.275545666,103.2609212,5.682011153,5.14901708,0.795478503,100.8982416,Corporate,0.08688507
USFOOD 7 ¼ 01/15/32,US FOODS INC,-7.604594807,105.0953528,6.262509266,5.39514848,1.828992786,98.48772677,Corporate,0.31062915
USLBMH 6 ¼ 01/15/29,LBM ACQUISITIO,-11.95863556,92.47073381,8.895106128,8.895106128,2.769771896,530.5065643,Corporate,0.1034084
USLBMH 9 ½ 06/15/31,LBM ACQUISITIO,-13.69591084,104.9959134,8.390740124,7.94065808,2.866110571,383.9716178,Corporate,0.242579421
UVN 4 ½ 05/01/29,UNIVISION COMM,-15.92632574,93.9908121,6.372792515,6.372792515,3.016297303,277.4668511,Corporate,0.126521023
UVN 7 ⅜ 06/30/30,UNIVISION COMM,-13.44239541,101.5056695,6.99691963,6.46973456,1.84518064,227.7484936,Corporate,0.191559261
UVN 8 08/15/28,UNIVISION COMM,-21.21281709,103.8757372,6.522751002,5.77749455,0.874914008,164.1695828,Corporate,0.082899411
UVN 8 ½ 07/31/31,UNIVISION COMM,-18.94941047,103.3426456,7.778699986,7.48928844,3.207126312,342.5708867,Corporate,0.259582293
UVN 9 ⅜ 08/01/32,UNIVISION COMM,-21.21542171,105.6933351,8.270173428,7.94211506,3.761785783,384.2464971,Corporate,0.322286506
UWMC 6 ¼ 03/15/31,UWM HOLDINGS,-2.430969912,,,,,,Corporate,
UWMLLC 5 ½ 04/15/29,UNITED WHOLESALE,-9.851505569,99.12508669,5.770901263,5.770901263,1.639139475,160.6633222,Corporate,0.121731999
UWMLLC 5 ¾ 06/15/27,UNITED WHOLESALE,-7.167888427,99.89039965,5.81006962,5.81006962,1.040656394,177.8407974,Corporate,0.035430943
VAC 6 ½ 10/01/33,MARRIOTT OWNERSH,-4.696981152,99.52811042,6.575893598,6.575893598,4.958024923,232.2425412,Corporate,0.469480323
VAL 8 ⅜ 04/30/30,VALARIS,-16.21717392,103.2413594,7.530152326,7.00228865,1.94420742,291.0257954,Corporate,0.172882488
VEGLPL 6 ½ 01/15/34,VENTURE GLOBAL,-29.1351744,104.7406687,5.774100523,5.73895342,6.254814406,179.5302293,Corporate,0.502303273
VEGLPL 6 ¾ 01/15/36,VENTURE GLOBAL,-28.53350934,105.6922684,6.001552753,5.97490851,7.338688094,189.5479942,Corporate,0.69584931
VEGLPL 7 ½ 05/01/33,VENTURE GLOBAL,-18.51096768,110.0946416,5.841339663,5.77031106,5.600588026,190.6790271,Corporate,0.415247264
VEGLPL 7 ¾ 05/01/35,VENTURE GLOBAL,-17.38056667,111.9242036,6.094406616,6.04354981,6.676274813,203.1676023,Corporate,0.591794851
VENLNG 7 01/15/30,VENTURE GLOBAL L,-21.11991932,103.6207248,6.037678145,5.79100641,2.424805405,186.5195359,Corporate,0.165657755
VENLNG 8 ⅛ 06/01/28,VENTURE GLOBAL L,-33.0117032,103.7503572,6.592268767,5.54069251,0.83867174,146.3406136,Corporate,0.07189828
VENLNG 8 ⅜ 06/01/31,VENTURE GLOBAL L,-31.64254622,105.0209504,7.282808534,6.33337752,1.509846758,185.1186693,Corporate,0.247639489
VENLNG 9 ½ 02/01/29,VENTURE GLOBAL L,-43.71404824,110.2591841,6.101655949,5.8770724,2.725933045,232.1526858,Corporate,0.104318618
VENLNG 9 ⅞ 02/01/32,VENTURE GLOBAL L,-29.05443147,109.0900154,8.025920959,6.38440393,1.882224824,215.8469961,Corporate,0.284893479
VENTGL 3 ⅞ 08/15/29,VENTURE GLOBAL C,-18.52746355,95.94988085,5.0225031,5.0225031,3.465805544,143.2010115,Corporate,0.151056939
VENTGL 3 ⅞ 11/01/33,VENTURE GLOBAL C,-18.21751488,89.64388381,5.467229818,5.467229818,6.690940492,152.8224166,Corporate,0.534025099
VENTGL 4 ⅛ 08/15/31,VENTURE GLOBAL C,-18.78184718,94.51565277,5.211288607,5.211288607,5.065312285,147.6695419,Corporate,0.310340262
VENTGL 6 ¼ 01/15/30,VENTURE GLOBAL C,-14.74383252,104.3705635,5.113826523,5.05553238,3.64031735,145.2096968,Corporate,0.170440889
VFC 2.8 04/23/27,VF CORP,-6.69037648,97.05401926,4.708768163,4.708768163,1.5320079,109.1780824,Corporate,0.031665553
VFC 2.95 04/23/30,VF CORP,-10.95846508,87.69024777,6.042770673,6.042770673,4.144675961,243.5586508,Corporate,0.20161093
VIKCRU 5 02/15/28,VOC ESCROW LTD,-9.709120189,99.60494558,5.173373478,5.173373478,1.085042688,106.7220427,Corporate,0.06325909
VIKCRU 5 ⅞ 09/15/27,VIK CRUISES LTD,-11.45941853,100.0465752,5.849534929,5.33056079,0.076670852,123.3862753,Corporate,0.043834621
VIKCRU 7 02/15/29,VIK CRUISES LTD,-7.669710073,100.6771962,6.773166254,5.36474868,0.556865229,125.359108,Corporate,0.109937176
VIKCRU 9 ⅛ 07/15/31,VIK CRUISES LTD,-11.57749421,107.4458451,7.523768548,5.34027129,1.139481983,121.860968,Corporate,0.252915878
VMED 4 ¼ 01/31/31,VMED O2 UK FIN,-19.91572101,92.61453077,5.867356027,5.867356027,4.355697204,213.2073839,Corporate,0.258034063
VMED 4 ½ 08/15/30,VIRGIN MEDIA SEC,-13.1202919,94.12751838,5.888709007,5.888709007,3.890680579,217.5575895,Corporate,0.219948445
VMED 4 ¾ 07/15/31,VMED O2 UK FIN,-20.3793417,93.8155687,6.018823618,6.018823618,4.445069251,220.9249972,Corporate,0.292118824
VMED 5 07/15/28,VIRGIN MEDIA IV,-6.83276186,98,5.768861459,5.768861459,1.898998218,200.0777554,Corporate,0.082562304
VMED 5 07/15/30,VIRGIN MEDIA FIN,-13.11595088,92.24149885,6.908561611,6.908561611,3.908271533,323.3948782,Corporate,0.206864806
VMED 5 ½ 05/15/29,VIRGIN MEDIA SEC,-20.75961485,98.75,5.879827677,5.879827677,2.177336493,193.4904006,Corporate,0.127143291
VMED 7 ¾ 04/15/32,VMED O2 UK FIN,-10.81694791,104.8827915,6.81673266,6.21151783,2.726137645,197.6960833,Corporate,0.317224019
VOD 3 ¼ 06/04/2081,VODAFONE GROUP,-7.645400374,98.64706328,6.328279602,4.67309719,0.920726619,88.63209754,Corporate,0.013776482
VOD 4 ⅛ 06/04/2081,VODAFONE GROUP,-14.617943,93.40086338,6.244965997,5.48044269,4.91690777,176.2179044,Corporate,0.288950013
VOD 7 04/04/2079,VODAFONE GROUP,-29.38261241,105.4827431,8.209992684,5.18096098,2.916875505,162.1878609,Corporate,0.116991721
VSAT 5 ⅝ 04/15/27,VIASAT INC,-7.563789241,99.57224044,5.905298502,5.905298502,0.81669914,188.5574143,Corporate,0.029627084
VSAT 6 ½ 07/15/28,VIASAT INC,-5.62595894,96.56050331,7.866565168,7.866565168,2.080837256,415.6464328,Corporate,0.078832159
VSAT 7 ½ 05/30/31,VIASAT INC,-10.83257557,91.75260352,9.390979077,9.390979077,3.924439559,554.689652,Corporate,0.243580774
VST 4 ⅜ 05/01/29,VISTRA OPERATION,-17.81727305,97.93026746,5.002072221,5.002072221,2.294473006,117.5971995,Corporate,0.128988517
VST 5 07/31/27,VISTRA OPERATION,-13.55786648,99.89750579,5.054553403,5.054553403,0.442451696,71.47646181,Corporate,0.040786969
VST 5 ½ 09/01/26,VISTRA OPERATION,-10.8638309,100.0676145,5.426007268,2.78969952,0.024683717,-135.4028516,Corporate,0.013387584
VST 5 ⅝ 02/15/27,VISTRA OPERATION,-14.80026575,100.0000321,5.621550533,5.60183284,0.330912736,117.5753032,Corporate,0.025118366
VST 6 ⅞ 04/15/32,VISTRA OPERATION,-14.43475206,105.1149055,5.92554812,5.29259339,2.585513708,104.658224,Corporate,0.331497409
VST 7 ¾ 10/15/31,VISTRA OPERATION,-23.06035423,106.3865298,6.464041686,5.15896174,1.609066388,91.42422313,Corporate,0.280726524
VSTJET 6 ⅜ 02/01/30,VISTAJET MALTA,-14.14043106,97.68224186,6.994582704,6.994582704,2.663513077,299.6298578,Corporate,0.169221222
VSTJET 7 ⅞ 05/01/27,VISTAJET MALTA,-8.326071949,101.9855263,6.570941414,4.68303409,0.612035585,83.0090149,Corporate,0.03027265
VSTJET 9 ½ 06/01/28,VISTAJET MALTA,-7.547293374,104.865648,7.484176035,5.78146603,0.711037114,179.4876933,Corporate,0.069800246
VTLE 7 ⅞ 04/15/32,VITAL ENERGY INC,-14.68826749,97.49043576,8.375288503,8.375288503,3.851986828,421.5157567,Corporate,0.305943586
VYX 5 10/01/28,NCR VOYIX CORP,-9.287173268,98.73370399,5.45389578,5.45389578,1.652958047,152.2762098,Corporate,0.092676006
VYX 5 ⅛ 04/15/29,NCR VOYIX CORP,-5.50354224,98.78900083,5.498940677,5.498940677,1.827520141,147.3659972,Corporate,0.123112788
W 7 ¼ 10/31/29,WAYFAIR LLC,-11.54016145,103.125135,6.375858059,6.13934615,2.291677738,223.4457279,Corporate,0.14847989
W 7 ¾ 09/15/30,WAYFAIR LLC,-10.00778221,104.4461375,6.691146929,6.47393984,2.935366478,255.7257478,Corporate,0.20071127
WAIR 8 ½ 11/15/24,WESCO AIRCRAFT H,-0.176338216,,,,,,Corporate,
WBD 3 ⅝ 05/15/30,DISCOVERY COMMUN,-13.81745934,90.81039078,5.898990507,5.898990507,4.13069515,228.6303034,Corporate,0.203242917
WBD 3.755 03/15/27,WARNERMEDIA HLDG,-8.118571303,98.86823039,4.536606281,4.536606281,1.401390673,89.39372503,Corporate,0.027900268
WBD 3.95 03/20/28,DISCOVERY COMMUN,-10.6684851,97.34420612,5.082294644,5.082294644,2.263354027,153.2054268,Corporate,0.067677565
WBD 4 ⅛ 05/15/29,DISCOVERY COMMUN,-3.365156921,95.10212795,5.614488806,5.614488806,3.264484325,205.3864822,Corporate,0.131356438
WBD 4.054 03/15/29,WARNERMEDIA HLDG,-11.34307925,95.40472807,5.510070472,5.510070472,3.120266709,196.1295376,Corporate,0.120518637
WBD 4.279 03/15/32,WARNERMEDIA HLDG,-39.74028064,86.85631982,6.810808495,6.810808495,5.376893342,303.6438433,Corporate,0.347505963
WBD 5 09/20/37,DISCOVERY COMMUN,-6.63654786,74.49300321,8.411758282,8.411758282,8.127725194,421.6832581,Corporate,0.858515554
WBD 6.35 06/01/40,DISCOVERY COMMUN,-6.522813197,78.65960871,8.990192314,8.990192314,8.64137588,464.9233309,Corporate,1.02918937
WCC 6 ⅜ 03/15/29,WESCO DISTRIBUT,-12.29897135,103.0746791,5.402221557,5.05669858,1.491662155,108.9444309,Corporate,0.114850161
WCC 6 ⅜ 03/15/33,WESCO DISTRIBUT,-11.60961774,103.8063464,5.743915684,5.41291359,3.874487444,123.6731859,Corporate,0.416894677
WCC 6 ⅝ 03/15/32,WESCO DISTRIBUT,-12.84507138,104.1825399,5.843500465,5.3042993,2.683649899,109.4243216,Corporate,0.325999248
WCC 7 ¼ 06/15/28,WESCO DISTRIBUT,-20.13364009,101.330926,6.708433876,5.43136861,0.697390958,140.0894739,Corporate,0.074671232
WFRD 8 ⅝ 04/30/30,WEATHERFORD INTE,-24.48160342,102.3062848,8.01659437,6.48434396,0.550363373,203.5556716,Corporate,0.171728984
WHR 4 ¾ 02/26/29,WHIRLPOOL CORP,-10.57645553,98.89374471,5.102042898,5.102042898,3.064091776,151.8013967,Corporate,0.118504621
WHR 6 ½ 06/15/33,WHIRLPOOL CORP,-8.976356401,101.1669868,6.30533261,6.30165351,5.917160269,240.5796645,Corporate,0.439524618
WHR 6 ⅛ 06/15/30,WHIRLPOOL CORP,-9.136105852,101.5525593,5.74496947,5.72891877,3.94133643,208.1994985,Corporate,0.197386021
WIN 8 ¼ 10/01/31,WINDST SERVI/ESC,-31.99764147,104.0115308,7.414421116,7.09299702,3.2248873,303.2295403,Corporate,0.268295599
WLSC 4 ⅝ 08/15/28,WILLIAMS SCOTSM,-7.595912772,98.39284646,5.222239211,5.222239211,1.847449792,140.5458615,Corporate,0.088299223
WLSC 6 ⅝ 04/15/30,WILLIAMS SCOTSM,-7.565525648,103.2979298,5.795192403,5.59726812,2.671973319,169.9307125,Corporate,0.180975689
WLSC 6 ⅝ 06/15/29,WILLIAMS SCOTSM,-7.483914515,102.5362871,5.860738512,5.61695141,2.03887644,172.6236945,Corporate,0.129900723
WLSC 7 ⅜ 10/01/31,WILLIAMS SCOTSM,-7.430954099,104.5602628,6.452437592,5.72639107,2.027206397,141.775049,Corporate,0.280052117
WRLDPY 7 ½ 01/15/31,BOOST NEWCO BORR,-31.48540138,106.3533868,6.08750172,5.26732389,1.932154257,107.229338,Corporate,0.232586265
WYNFIN 5 ⅛ 10/01/29,WYNN RESORTS FIN,-11.40906272,100.199436,5.069097506,5.06772365,3.446510331,145.7585324,Corporate,0.152761371
WYNFIN 6 ¼ 03/15/33,WYNN RESORTS FIN,-11.73637545,101.718213,5.962744839,5.76405322,3.877935476,150.3717081,Corporate,0.417343485
WYNFIN 7 ⅛ 02/15/31,WYNN RESORTS FIN,-15.01644843,107.770609,5.451355002,5.386794,4.383974941,171.421887,Corporate,0.244801935
WYNMAC 5 ½ 10/01/27,WYNN MACAU LTD,-10.99579783,100.0110666,5.492235686,5.33255418,0.602844816,105.6485081,Corporate,0.046011517
WYNMAC 5 ⅛ 12/15/29,WYNN MACAU LTD,-14.83499389,97.04172309,5.917664347,5.917664347,3.052152482,213.3499279,Corporate,0.166440726
WYNMAC 5 ⅝ 08/26/28,WYNN MACAU LTD,-19.98257268,99.77578242,5.707320991,5.707320991,0.672588276,117.8874986,Corporate,0.088216239
WYNMAC 6 ¾ 02/15/34,WYNN MACAU LTD,-13.88865203,100.564862,6.660647655,6.61280272,4.851326727,227.6033678,Corporate,0.499619875
XIFR 3 ⅞ 10/15/26,XPLR INFRAST OP,-6.891799701,98.73929024,5.067119009,5.067119009,1.017359624,132.5423499,Corporate,0.016123012
XIFR 4 ½ 09/15/27,XPLR INFRAST OP,-8.020464303,97.91733696,5.607609489,5.607609489,1.794398173,202.6620738,Corporate,0.044773908
XIFR 7 ¼ 01/15/29,XPLR INFRAST OP,-11.3309244,102.5365905,6.392154419,6.33505957,2.787418337,275.2452559,Corporate,0.104783022
XIFR 8 ⅜ 01/15/31,XPLR INFRAST OP,-12.39447374,104.542185,7.329314011,7.05496918,3.064695867,308.2234613,Corporate,0.223212328
XIFR 8 ⅝ 03/15/33,XPLR INFRAST OP,-13.97113137,105.2962164,7.683755836,7.22849409,3.60998194,301.615773,Corporate,0.371637207
XPO 7 ⅛ 02/01/32,XPO INC,-8.553541277,105.1079079,6.144856663,5.45241057,2.384013906,116.1194073,Corporate,0.317152111
XPO 7 ⅛ 06/01/31,XPO INC,-5.913334311,104.4184957,6.19371148,5.3560944,1.481611246,92.77578585,Corporate,0.260751701
XRAY 8 ⅜ 09/12/55,DENTSPLY SIRONA,-7.582021515,102.6234367,8.140007324,7.70913226,3.910419942,404.8922036,Corporate,0.19750422
XRX 10 ¼ 10/15/30,XEROX CORP,-6.150353878,102.8471919,9.526922287,9.39100623,3.098841798,548.3899937,Corporate,0.186115538
XRX 13 ½ 04/15/31,XEROX CORP,-7.184384294,99.38609104,13.65071936,13.65071936,3.275317908,970.9193176,Corporate,0.184299917
XRX 5 ½ 08/15/28,XEROX HOLDINGS C,-10.76138288,62.97801558,23.72991485,23.72991485,2.387108121,2017.061018,Corporate,0.071148168
XRX 8 ⅞ 11/30/29,XEROX HOLDINGS C,-7.157469984,59.39281568,24.94368801,24.94368801,2.904686501,2132.403634,Corporate,0.112899922
XYZ 3 ½ 06/01/31,BLOCK INC,-14.39307829,93.12148142,4.891021649,4.891021649,5.013658285,118.6901036,Corporate,0.296510668
XYZ 5 ⅝ 08/15/30,BLOCK INC,-13.30956027,102.0405116,5.150349089,5.04528172,3.281735246,119.2303298,Corporate,0.216114748
XYZ 6 08/15/33,BLOCK INC,-13.7835994,102.9920034,5.528302896,5.30161337,4.546449648,111.8377994,Corporate,0.476190601
XYZ 6 ½ 05/15/32,BLOCK INC,-26.7068091,104.0038591,5.76737119,5.28568433,2.972792313,110.7680639,Corporate,0.345326306
YUM 3 ⅝ 03/15/31,YUM! BRANDS INC,-15.45228661,93.65586277,4.953836469,4.953836469,4.786268806,127.0211445,Corporate,0.273816082
YUM 4 ¾ 01/15/30,YUM! BRANDS INC,-11.85879215,99.57376914,4.858389045,4.858389045,3.773180411,123.6786858,Corporate,0.176785009
YUM 4 ¾ 06/01/27,KFC HLD/PIZZA HU,-5.168415674,99.87754141,4.820555316,4.820555316,0.475660819,63.18823023,Corporate,0.034744409
YUM 4 ⅝ 01/31/32,YUM! BRANDS INC,-15.98102256,97.31793963,5.122674102,5.122674102,4.214084863,112.3262037,Corporate,0.342362886
YUM 5 ⅜ 04/01/32,YUM! BRANDS INC,-14.86017179,100.8689847,5.216190467,5.15775874,3.576691716,97.20097002,Corporate,0.3482952
ZAYO 4 03/01/27,ZAYO GROUP HOLDI,-20.44272055,96.05799472,6.854266743,6.854266743,1.394165786,321.6867176,Corporate,0.026507305
ZAYO 6 ⅛ 03/01/28,ZAYO GROUP HOLDI,-14.68566288,92.30727602,9.693716364,9.693716364,2.189897681,614.7376604,Corporate,0.06158769
ZFFNGR 6 ¾ 04/23/30,ZF NA CAPITAL,-11.79975431,98.35851761,7.170917889,7.170917889,3.779531773,355.3584999,Corporate,0.179047209
